"bitcoin","ethereum","ripple","tronix","bitcoin_cash","stellar","tether","litecoin"
"1",-0.23934907258405,0.469598044650652,-0.44390243902439,-0.0390328151986182,-0.358730906994241,0.0969008264462812,-0.023960396039604,-0.273736311379804
"2",0.0105193651127702,-0.233787192778393,-0.223421052631579,-0.215672178289001,-0.192881888933672,-0.37860237332831,0.0144045445323595,0.240655543390344
"3",-0.338537979844933,-0.555079264826776,-0.459279340336609,-0.260082493125573,-0.463272580360396,-0.378902697787208,0,-0.430543180125374
"4",0.327895398393128,0.77064798040415,0.742218508460414,1.85847011458656,1.10210326581296,1.13958028306491,0,0.285639855046131
"5",-0.170395803751999,-0.136849462998016,-0.255515587529976,-0.368797399783315,-0.26022686331735,-0.343293795620438,-0.00119999999999998,-0.187783006021251
"6",-0.158223475955087,-0.219443525682742,-0.257207279755194,-0.3479231033299,-0.264458123856499,-0.307745745050365,-0.000700841009211084,-0.335357728835883
"7",0.200639190662162,-0.0709813389716206,-0.0320901994796183,-0.143195577783627,0.0419590521676927,0.386853988961365,0.00150285542530804,-0.0281637254745741
"8",-0.0535337405886698,-0.296544195781363,-0.223118279569892,-0.181259600614439,-0.195407884138502,-0.173299565846599,-0.00150060024009613,-0.143869115711864
"9",-0.0844705161539524,-0.218275965852314,0.663494809688581,-0.171482176360225,-0.138218418946252,0.130415754923414,-0.0034064722973649,-0.0931247466056153
"10",-0.0382670027453215,-0.143098415449341,-0.215808632345294,0.0194746376811594,-0.201051904911259,-0.119241192411924,-0.00170905800743948,-0.175846038086364
"11",-0.36782018623112,-0.429517313231722,-0.197612732095491,-0.352732119058196,-0.547065989293751,-0.307252747252747,-0.00805639476334341,-0.358896940418679
"12",-0.0654118753169528,0.182688061060829,-0.0181818181818182,0.317776252573782,-0.225423061861869,-0.303934010152284,0.0144162436548223,-0.0540031711145997
"13",0.0354273274974646,0.0686942741518362,0.0406846240179575,0.0458333333333334,0.105809880206658,0.0546946216955333,0.0108086469175341,0.0660471312992741
